id,code,name,note,account_type,reconcile,chart_template_id:id
account_template_21401000016,2.1.4.01.000016,SUBSTITUIÇÃO TRIBUTÁRIA A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000017,2.1.4.01.000017,REFIS A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000018,2.1.4.01.000018,FIA A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000019,2.1.4.01.000019,PIS RETIDO A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000020,2.1.4.01.000020,COFINS RETIDO A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000021,2.1.4.01.000021,CONTRIBUIÇÃO SOCIAL RETIDA A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000022,2.1.4.01.000022,FUNRURAL A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000023,2.1.4.01.000023,CONTRIBUIÇÃO SINDICAL A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000024,2.1.4.01.000024,INSS RECEITA BRUTA A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000025,2.1.4.01.000025,ICMS ANTECIPADO A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000026,2.1.4.01.000026,ICMS ANTECIPAÇÃO TOTAL ST A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000027,2.1.4.01.000027,CONTRIBUIÇÃO ASSISTENCIAL A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000028,2.1.4.01.000028,IRRF A RECOLHER CÓD. 1708,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000029,2.1.4.01.000029,IRRF A RECOLHER CÓD. 0561 (CLOUDSAVE),,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000030,2.1.4.01.000030,SIMPLES NACIONAL A RECOLHER (CLOUDSAVE),,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000031,2.1.4.01.000031,CONTRIBUIÇÃO CONFEDERATIVA A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
